与	O
分	O
期	O
LB	O
慢	B-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
病	I-Disease
是	O
指	O
肾	B-Symptom
脏	I-Symptom
结	I-Symptom
构	I-Symptom
或	I-Symptom
功	I-Symptom
能	I-Symptom
异	I-Symptom
常	I-Symptom
持	B-Duration
续	I-Duration
超	I-Duration
过	I-Duration
SPACE	I-Duration
3	I-Duration
LB	I-Duration
个	I-Duration
月	I-Duration
[	O
1	O
6	O
]	O
,	O
其	O
诊	O
断	O
标	O
准	O
见	O
表	O
SPACE	O
1	O
。	O

SPACE	O
肾	B-Test
小	I-Test
球	I-Test
滤	I-Test
过	I-Test
率	I-Test
(	O
G	B-Test
F	I-Test
R	I-Test
)	O
是	O
LB	O
评	O
价	O
肾	O
脏	O
功	O
能	O
的	O
重	O
要	O
指	O
标	O
之	O
一	O
,	O
我	O
国	O
估	O
算	O
肾	O
小	O
球	O
滤	O
过	O
LB	O
率	O
(	O
SPACE	O
e	B-Test
G	I-Test
F	I-Test
R	I-Test
)	O
课	O
题	O
协	O
作	O
组	O
改	O
良	O
简	O
化	O
肾	O
脏	O
病	O
饮	O
食	O
改	O
良	O
LB	O
(	O
m	O
o	O
d	O
i	O
f	O
i	O
c	O
a	O
t	O
i	O
o	O
n	O
SPACE	O
o	O
f	O
SPACE	O
d	O
i	O
e	O
t	O
SPACE	O
i	O
n	O
SPACE	O
r	O
e	O
n	O
a	O
l	O
SPACE	O
d	O
i	O
s	O
e	O
a	O
s	O
e	O
,	O
SPACE	O
M	O
D	O
R	O
D	O
)	O
方	O
程	O
,	O
制	O
定	O
LB	O
了	O
适	O
合	O
我	O
国	O
慢	B-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
病	I-Disease
患	O
者	O
的	O
SPACE	O
e	B-Test
G	I-Test
F	I-Test
R	I-Test
的	O
评	O
估	O
公	O
式	O
[	O
1	O
7	O
]	O
。	O

LB	O
目	O
前	O
国	O
内	O
外	O
大	O
部	O
分	O
指	O
南	O
根	O
据	O
SPACE	O
G	B-Test
F	I-Test
R	I-Test
SPACE	O
来	O
进	O
行	O
慢	B-Disease
性	I-Disease
肾	I-Disease
LB	I-Disease
脏	I-Disease
病	I-Disease
的	O
肾	B-Test
功	I-Test
能	I-Test
分	O
期	O
(	O
表	O
SPACE	O
2	O
)	O
。	O

LB	O
表	O
SPACE	O
1	O
_	O
SPACE	O
慢	O
性	O
肾	O
脏	O
病	O
的	O
诊	O
断	O
标	O
准	O
LB	O
以	O
下	O
任	O
何	O
一	O
种	O
表	O
现	O
持	O
续	O
时	O
间	O
超	O
过	O
SPACE	O
3	O
SPACE	O
个	O
月	O
LB	O
肾	O
脏	O
受	O
损	O
的	O
标	O
志	O
LB	O
(	O
1	O
SPACE	O
个	O
或	O
更	O
多	O
)	O
LB	O
白	O
蛋	O
白	O
尿	O
SPACE	O
[	O
SPACE	O
U	B-Test
A	I-Test
E	I-Test
R	I-Test
≥	O
3	O
0	O
SPACE	O
m	O
g	O
SPACE	O
/	O
SPACE	O
2	O
4	O
SPACE	O
h	O
,	O
SPACE	O
U	O
A	O
C	O
R	O
≥	O
3	O
0	O
SPACE	O
m	O
g	O
SPACE	O
/	O
SPACE	O
g	O
LB	O
(	O
≥	O
3	O
SPACE	O
m	O
g	O
SPACE	O
/	O
SPACE	O
m	O
m	O
o	O
l	O
)	O
]	O
,	O
尿	O
沉	O
渣	O
异	O
常	O
LB	O
由	O
于	O
肾	O
小	O
管	O
功	O
能	O
紊	O
乱	O
导	O
致	O
的	O
电	O
解	O
质	O
及	O
其	O
他	O
异	O
常	O
LB	O
组	O
织	O
学	O
检	O
测	O
异	O
常	O
LB	O
影	O
像	O
学	O
检	O
查	O
有	O
结	O
构	O
异	O
常	O
LB	O
有	O
肾	O
脏	O
移	O
植	O
病	O
史	O
LB	O
_	O
SPACE	O
_	O
SPACE	O
注	O
:	O
G	B-Test
F	I-Test
R	I-Test
:	O
肾	O
小	O
球	O
滤	O
过	O
率	O
;	O
U	B-Test
A	I-Test
E	I-Test
R	I-Test
:	O
尿	B-Test
白	I-Test
蛋	I-Test
白	I-Test
排	O
泄	O
率	O
;	O
U	O
A	O
C	O
R	O
:	O
尿	B-Test
白	I-Test
蛋	I-Test
LB	I-Test
白	I-Test
SPACE	O
/	O
肌	B-Test
酐	I-Test
比	I-Test
值	I-Test
LB	O
表	O
SPACE	O
2	O
_	O
SPACE	O
慢	O
性	O
肾	O
脏	O
病	O
肾	B-Test
功	I-Test
能	I-Test
的	O
分	O
期	O
LB	O
分	O
期	O
SPACE	O
特	O
征	O
LB	O
G	B-Test
F	I-Test
R	I-Test
LB	O
1	O
SPACE	O
肾	O
脏	O
损	O
害	O
,	O
G	B-Test
F	I-Test
R	I-Test
正	O
常	O
或	O
升	O
高	O
SPACE	O
≥	O
9	O
0	O
LB	O
2	O
SPACE	O
肾	O
脏	O
损	O
害	O
,	O
G	B-Test
F	I-Test
R	I-Test
轻	O
度	O
降	O
低	O
SPACE	O
6	O
0	O
SPACE	O
~	O
SPACE	O
8	O
9	O
LB	O
3	O
a	O
SPACE	O
G	B-Test
F	I-Test
R	I-Test
轻	O
中	O
度	O
降	O
低	O
SPACE	O
4	O
5	O
SPACE	O
~	O
SPACE	O
5	O
9	O
LB	O
3	O
b	O
SPACE	O
G	B-Test
F	I-Test
R	I-Test
中	O
重	O
度	O
降	O
低	O
SPACE	O
3	O
0	O
SPACE	O
~	O
SPACE	O
4	O
4	O
LB	O
4	O
SPACE	O
G	B-Test
F	I-Test
R	I-Test
重	O
度	O
降	O
低	O
SPACE	O
1	O
5	O
SPACE	O
~	O
SPACE	O
2	O
9	O
LB	O
5	O
SPACE	O
肾	O
衰	O
竭	O
SPACE	O
<	O
1	O
5	O
LB	O
_	O
SPACE	O
_	O
SPACE	O
注	O
:	O
肾	B-Disease
脏	I-Disease
损	I-Disease
害	I-Disease
定	O
义	O
为	O
病	B-Test
理	I-Test
学	I-Test
、	O
尿	B-Test
液	I-Test
、	O
血	B-Test
液	I-Test
异	I-Test
常	I-Test
或	O
影	B-Test
像	I-Test
学	I-Test
检	I-Test
查	I-Test
异	O
常	O
;	O
LB	O
G	B-Test
F	I-Test
R	I-Test
:	O
肾	O
小	O
球	O
滤	O
过	O
率	O
LB	O
_	O
SPACE	O
_	O
SPACE	O
三	O
、	O
SPACE	O
2	B-Disease
SPACE	I-Disease
型	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
合	O
并	O
慢	B-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
病	I-Disease
的	O
口	B-Method
服	I-Method
降	I-Drug
糖	I-Drug
药	I-Drug
选	O
LB	O
择	O
LB	O
1	O
.	O
SPACE	O
选	O
药	O
原	O
则	O
:	O
治	O
疗	O
SPACE	O
2	B-Disease
SPACE	I-Disease
型	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
合	O
并	O
慢	B-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
病	I-Disease
的	O
LB	O
理	O
想	O
降	O
糖	O
策	O
略	O
是	O
在	O
有	O
效	O
降	O
糖	O
的	O
同	O
时	O
,	O
不	O
增	O
加	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
发	O
LB	O
生	O
的	O
风	O
险	O
,	O
同	O
时	O
避	O
免	O
诱	O
发	O
乳	B-Disease
酸	I-Disease
性	I-Disease
酸	I-Disease
中	I-Disease
毒	I-Disease
或	O
增	O
加	O
心	B-Disease
力	I-Disease
衰	I-Disease
LB	I-Disease
竭	I-Disease
风	O
险	O
。	O

SPACE	O
口	B-Method
服	I-Method
降	I-Drug
糖	I-Drug
药	I-Drug
的	O
选	O
择	O
应	O
基	O
于	O
药	O
物	O
的	O
药	O
代	O
和	O
药	O
效	O
LB	O
动	O
力	O
学	O
特	O
征	O
以	O
及	O
患	O
者	O
的	O
肾	B-Test
功	I-Test
能	I-Test
水	O
平	O
综	O
合	O
判	O
断	O
[	O
1	O
8	O
]	O
。	O

SPACE	O
在	O
LB	O
使	O
用	O
某	O
些	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
风	O
险	O
较	O
大	O
的	O
口	B-Method
服	I-Method
降	I-Drug
糖	I-Drug
药	I-Drug
时	O
需	O
严	O
格	O
监	O
测	O
LB	O
血	B-Test
糖	I-Test
,	O
确	O
保	O
随	B-Test
机	I-Test
血	I-Test
糖	I-Test
>	O
5	B-Test_Value
.	I-Test_Value
SPACE	I-Test_Value
0	I-Test_Value
SPACE	I-Test_Value
m	I-Test_Value
m	I-Test_Value
o	I-Test_Value
l	I-Test_Value
SPACE	I-Test_Value
/	I-Test_Value
SPACE	I-Test_Value
L	I-Test_Value
SPACE	O
以	O
避	O
免	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
的	O
发	O
LB	O
生	O
。	O

LB	O
2	O
.	O
SPACE	O
血	B-Test
糖	I-Test
控	O
制	O
目	O
标	O
值	O
:	O
对	O
SPACE	O
2	B-Disease
SPACE	I-Disease
型	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
合	O
并	O
慢	B-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
LB	I-Disease
病	I-Disease
患	O
者	O
的	O
血	B-Test
糖	I-Test
控	O
制	O
目	O
标	O
应	O
遵	O
循	O
个	O
体	O
化	O
原	O
则	O
,	O
尽	O
量	O
避	O
免	O
LB	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
的	O
发	O
生	O
。	O

SPACE	O
《	O
中	O
国	O
成	O
人	O
SPACE	O
2	B-Disease
SPACE	I-Disease
型	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
SPACE	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
控	O
制	O
目	O
LB	O
标	O
的	O
专	O
家	O
共	O
识	O
》	O
建	O
议	O
对	O
SPACE	O
2	B-Disease
SPACE	I-Disease
型	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
合	O
并	O
中	B-Level
重	I-Level
度	I-Level
慢	I-Disease
性	I-Disease
肾	I-Disease
LB	I-Disease
脏	I-Disease
病	I-Disease
患	O
者	O
的	O
SPACE	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
可	O
适	O
当	O
放	O
宽	O
控	O
制	O
在	O
SPACE	O
7	B-Test_Value
.	I-Test_Value
SPACE	I-Test_Value
0	I-Test_Value
%	I-Test_Value
SPACE	I-Test_Value
~	I-Test_Value
SPACE	I-Test_Value
9	I-Test_Value
.	I-Test_Value
SPACE	I-Test_Value
0	I-Test_Value
%	I-Test_Value
SPACE	O
,	O
LB	O
以	O
此	O
一	O
方	O
面	O
避	O
免	O
血	B-Test
糖	I-Test
水	O
平	O
控	O
制	O
过	O
低	O
而	O
出	O
现	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
,	O
另	O
LB	O
一	O
方	O
面	O
避	O
免	O
血	B-Reason
糖	I-Reason
水	I-Reason
平	I-Reason
过	I-Reason
高	I-Reason
而	O
出	O
现	O
代	B-Disease
谢	I-Disease
异	I-Disease
常	I-Disease
及	O
感	B-Disease
染	I-Disease
[	O
1	O
9	O
]	O
。	O

LB	O
当	O
慢	B-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
病	I-Disease
导	O
致	O
红	B-Anatomy
细	I-Anatomy
胞	I-Anatomy
寿	O
命	O
缩	O
短	O
时	O
,	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
检	O
测	O
结	O
LB	O
果	O
可	O
能	O
被	O
低	O
估	O
。	O

SPACE	O
在	O
晚	B-Level
期	I-Level
慢	I-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
病	I-Disease
患	O
者	O
,	O
使	O
用	O
糖	B-Test
化	I-Test
白	I-Test
LB	I-Test
蛋	I-Test
白	I-Test
可	O
更	O
可	O
靠	O
地	O
反	O
映	O
血	B-Test
糖	I-Test
控	O
制	O
水	O
平	O
[	O
1	O
6	O
]	O
,	O
同	O
时	O
应	O
监	O
测	O
空	O
LB	O
腹	O
及	O
餐	B-Test
后	I-Test
血	I-Test
糖	I-Test
以	O
更	O
全	O
面	O
地	O
了	O
解	O
血	B-Test
糖	I-Test
控	O
制	O
情	O
况	O
。	O

LB	O
3	O
.	O
SPACE	O
口	B-Method
服	I-Method
降	I-Drug
糖	I-Drug
药	I-Drug
的	O
选	O
择	O
:	O
口	B-Method
服	I-Method
降	I-Drug
糖	I-Drug
药	I-Drug
是	O
临	O
床	O
最	O
常	O
用	O
LB	O
的	O
降	O
糖	O
手	O
段	O
,	O
对	O
于	O
SPACE	O
2	B-Disease
SPACE	I-Disease
型	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
合	O
并	O
慢	B-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
病	I-Disease
患	O
者	O
的	O
LB	O
血	B-Test
糖	I-Test
控	O
制	O
不	O
可	O
或	O
缺	O
[	O
2	O
0	O
]	O
。	O

SPACE	O
然	O
而	O
,	O
口	B-Method
服	I-Method
降	I-Drug
糖	I-Drug
药	I-Drug
种	O
类	O
繁	O
多	O
,	O
LB	O
各	O
类	O
药	O
物	O
的	O
药	O
代	O
动	O
力	O
学	O
差	O
异	O
显	O
著	O
,	O
加	O
之	O
慢	B-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
病	I-Disease
患	O
LB	O
者	O
对	O
经	O
肾	B-Anatomy
排	O
泄	O
的	O
药	O
物	O
或	O
其	O
活	O
性	O
代	O
谢	O
产	O
物	O
的	O
清	O
除	O
能	O
力	O
下	O
LB	O
降	O
,	O
这	O
使	O
得	O
对	O
口	B-Method
服	I-Method
降	I-Reason
糖	I-Reason
药	I-Reason
物	I-Reason
使	O
用	O
不	O
当	O
将	O
不	O
同	O
程	O
度	O
地	O
增	O
LB	O
加	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
以	O
及	O
其	O
它	O
不	O
良	O
事	O
件	O
的	O
风	O
险	O
。	O

SPACE	O
因	O
此	O
临	O
床	O
工	O
作	O
LB	O
中	O
,	O
必	O
须	O
充	O
分	O
了	O
解	O
各	O
种	O
降	O
糖	O
药	O
物	O
的	O
药	O
代	O
和	O
药	O
效	O
动	O
力	O
学	O
LB	O
特	O
点	O
,	O
结	O
合	O
患	O
者	O
肾	B-Test
功	I-Test
能	I-Test
情	O
况	O
进	O
行	O
个	O
体	O
化	O
选	O
择	O
,	O
确	O
保	O
有	O
效	O
LB	O
降	O
糖	O
的	O
同	O
时	O
不	O
增	O
加	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
风	O
险	O
。	O

SPACE	O
一	O
般	O
而	O
言	O
,	O
当	O
SPACE	O
G	B-Test
F	I-Test
R	I-Test
低	O
LB	O
需	O
酌	O
情	O
减	O
量	O
或	O
停	O
药	O
。	O

SPACE	O
常	O
用	O
口	B-Method
服	I-Method
降	I-Drug
糖	I-Drug
药	I-Drug
的	O
药	O
代	O
动	O
力	O
学	O
特	O
LB	O
征	O
、	O
其	O
在	O
SPACE	O
2	B-Disease
SPACE	I-Disease
型	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
合	O
并	O
慢	B-Disease
性	I-Disease
肾	I-Disease
脏	I-Disease
病	I-Disease
人	O
群	O
中	O
应	O
用	O
的	O
临	O
LB	O
床	O
证	O
据	O
以	O
及	O
适	O
用	O
人	O
群	O
见	O
图	O
SPACE	O
1	O
SPACE	O
及	O
表	O
SPACE	O
3	O
[	O
2	O
1	O
]	O
。	O

LB	O
◆	O
双	B-Drug
胍	I-Drug
类	I-Drug
:	O
此	O
药	O
的	O
主	O
要	O
作	O
用	O
是	O
通	O
过	O
减	O
少	O
肝	O
糖	O
输	O
出	O
LB	O
和	O
改	O
善	O
外	O
周	O
胰	B-Reason
岛	I-Reason
素	I-Reason
抵	I-Reason
抗	I-Reason
而	O
降	O
低	O
血	B-Test
糖	I-Test
,	O
可	O
使	O
SPACE	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
降	B-Level
低	I-Level
LB	I-Level
1	I-Level
.	I-Level
SPACE	I-Level
0	I-Level
%	I-Level
SPACE	I-Level
~	I-Level
SPACE	I-Level
2	I-Level
.	I-Level
SPACE	I-Level
0	I-Level
%	I-Level
SPACE	O
,	O
同	O
时	O
减	O
轻	O
体	B-Test
重	I-Test
且	O
不	O
增	O
加	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
风	O
LB	O
险	O
[	O
2	O
1	O
]	O
。	O

SPACE	O
英	O
国	O
前	O
瞻	O
性	O
糖	O
尿	O
